explainer,mol_idx,smile,explaining_smile,clean_explanation,non_explaining_smile,clean_nonexplanation,mol_pred,e_pred,ne_pred,comp,suff,expl length
Random,18,CC[C@H](C)[C@H](C)NC(=O)NCc1ccnc(c1)OCC(F)(F)F,C.C.F.F.NC(N)=O.ccc(n)O,C.C.F.F.NC(N)=O,CC[C@H](C)[C@H](C)N.OCC(F)(F)F.ncccCN,CC[C@H](C)[C@H](C)N.OCC(F)(F)F,0.49273353815078735,0.4770395278930664,0.8817648887634277,-0.3890313506126404,0.015694010257720936,0.5652173913043478
Random,34,Cc1cccc(c1)OCCn1c2cccc(c2[nH]c1=S)F,F.c.c.c.cc1c[nH]cn1CC,F,COc1cccc(C)c1.c=S.cccc(c)F,COc1cccc(C)c1,0.5678566098213196,0.4751848876476288,0.5633835196495056,0.004473090171813965,0.0926717221736908,0.5714285714285714
Random,76,COc1cc(ccc1OCC(=O)Nc1ccccc1)C[NH2+]CCN,C.C[NH2+].N.O.c.c.cccc,C.C[NH2+].N.O,COc.NCC[NH2+].cOCC(=O)Nc1ccccc1.ccc(c)C,NCC[NH2+],0.545822024345398,0.47021665424108505,0.44711896777153015,0.0987030565738678,0.0756053701043129,0.4583333333333333
Random,141,CC1=C2[C@@H](C(=C(O[C@H]2N=N1)N)C#N)[C@@H]1C=NN=C1c1ccc(cc1)F,CC[C@@H](CC=NN)CCO.N.c.cc(c)F,CC[C@@H](CC=NN)CCO.N,C#N.C=C(C)N=NC.C=C(N)O.ccc(cc)C(C)=N,C#N.C=C(C)N=NC.C=C(N)O,0.5208746790885925,0.4604036957025528,1.4412984549999237,-0.9204237759113312,0.060470983386039734,0.64
Random,245,C1CN(CC[C@@H]1C(=O)N)C(=O)[C@@H]1CC(=O)N(C1)C1CCOCC1,CCCN1C[C@H](CN(C)CCCC=O)CC1=O,CCCN1C[C@H](CN(C)CCCC=O)CC1=O,C=O.CCC.CCCOC.CN,C=O.CCC.CCCOC.CN,0.4460951089859009,0.44175493717193604,1.830208271741867,-1.3841131627559662,0.004340171813964844,0.7391304347826086
Random,291,c1cc(ccc1/C=C/C(=O)c1ccc(cc1)F)O,CC=O.F.c.cc.cc.cc,CC=O.F,C=Cc(cc)cccO.cc(c)C.cc(c)F,,0.5758583545684814,0.4753575325012207,,,0.10050082206726074,0.6111111111111112
Random,293,Cc1cccc(c1)[C@@](C)(C[NH3+])O,C.c.cc,C,cc(ccccC)[C@](C)(O)C[NH3+],,0.5305008888244629,0.472072571516037,,,0.0584283173084259,0.3333333333333333
Random,320,CCOc1cccc(c1)C(=O)N1CC[NH+](CC1)[C@@H]1CCC[C@@H]1O,C.CC[NH+]C.CN.cccc,C.CC[NH+]C.CN,CCC[C@@H](C)O.CCOc.CC[NH+].ccc(c)C(=O)NCC,CCC[C@@H](C)O.CC[NH+],0.48793306946754456,0.46145673592885333,0.8924907445907593,-0.4045576751232147,0.02647633353869122,0.4782608695652174
Random,324,c1c([nH]cn1)C[C@@H](c1nc(nn1CC(F)(F)F)C1CC1)N,C1CC1.CCN.FCF.c.c[nH].n.n,C1CC1.CCN.FCF,Cc1nc(C)n(CCF)n1.cncc(C)[nH],Cc1nc(C)n(CCF)n1,0.4928376376628876,0.4485095739364624,0.4896835386753082,0.0031540989875793457,0.04432806372642517,0.6666666666666666
Random,373,c1cc(sc1)C(=O)NCCC(=O)OC[C@@H]1CCC=CC1,C.CC.CC.ccC=O,C.CC.CC,C1=CCCCC1.CNC.COC(C)=O.cccsc,C1=CCCCC1.CNC.COC(C)=O,0.49504002928733826,0.464013268550237,1.3841615319252014,-0.8891215026378632,0.031026760737101255,0.45
