explainer,mol_idx,smile,explaining_smile,clean_explanation,non_explaining_smile,clean_nonexplanation,mol_pred,e_pred,ne_pred,comp,suff,expl length
GradCAM,18,CC[C@H](C)[C@H](C)NC(=O)NCc1ccnc(c1)OCC(F)(F)F,NC(N)=O.cccccO,NC(N)=O,C.CC(F)(F)F.CC[C@H](C)CC.n,C.CC(F)(F)F.CC[C@H](C)CC,0.49273353815078735,0.4906827211380005,0.4377991259098053,0.054934412240982056,0.0020508170127868652,0.43478260869565216
GradCAM,34,Cc1cccc(c1)OCCn1c2cccc(c2[nH]c1=S)F,Cc1cccc(O)c1.S=c1nc2ccccc2[nH]1,Cc1cccc(O)c1,CC.F,CC.F,0.5678566098213196,0.5707301497459412,0.4589180052280426,0.10893860459327698,-0.002873539924621582,0.8571428571428571
GradCAM,76,COc1cc(ccc1OCC(=O)Nc1ccccc1)C[NH2+]CCN,O=CNc1ccccc1.Oc1ccccc1O,O=CNc1ccccc1.Oc1ccccc1O,C.C.C[NH2+]CCN,C.C.C[NH2+]CCN,0.545822024345398,0.5784983038902283,0.44440045952796936,0.10142156481742859,-0.03267627954483032,0.7083333333333334
GradCAM,141,CC1=C2[C@@H](C(=C(O[C@H]2N=N1)N)C#N)[C@@H]1C=NN=C1c1ccc(cc1)F,C.C=C.C=C(N)O.Cc1ccccc1,C.C=C.C=C(N)O.Cc1ccccc1,C.C#N.CC.CN=N.F.NN,C.C#N.CC.CN=N.F.NN,0.5208746790885925,0.5446630716323853,0.4552661180496216,0.06560856103897095,-0.023788392543792725,0.56
GradCAM,245,C1CN(CC[C@@H]1C(=O)N)C(=O)[C@@H]1CC(=O)N(C1)C1CCOCC1,NC=O.NC=O.NC=O,NC=O.NC=O.NC=O,C1CCOCC1.CCC.CCCCC,C1CCOCC1.CCC.CCCCC,0.4460951089859009,0.49601155519485474,0.429959774017334,0.016135334968566895,-0.04991644620895386,0.391304347826087
GradCAM,291,c1cc(ccc1/C=C/C(=O)c1ccc(cc1)F)O,O=C(/C=C/c1ccc(O)cc1)c1ccc(F)cc1,O=C(/C=C/c1ccc(O)cc1)c1ccc(F)cc1,,,0.5758583545684814,0.5769417881965637,0.0,0.5758583545684814,-0.0010834336280822754,1.0
GradCAM,293,Cc1cccc(c1)[C@@](C)(C[NH3+])O,c1ccccc1,c1ccccc1,C.CC(O)C[NH3+],C.CC(O)C[NH3+],0.5305008888244629,0.5809750556945801,0.4451748728752136,0.08532601594924927,-0.05047416687011719,0.5
GradCAM,320,CCOc1cccc(c1)C(=O)N1CC[NH+](CC1)[C@@H]1CCC[C@@H]1O,NC(=O)c1cccc(O)c1,NC(=O)c1cccc(O)c1,CC.CC[NH+](CC)[C@@H]1CCC[C@@H]1O,CC.CC[NH+](CC)[C@@H]1CCC[C@@H]1O,0.48793306946754456,0.56764155626297,0.42948558926582336,0.05844748020172119,-0.07970848679542542,0.43478260869565216
GradCAM,324,c1c([nH]cn1)C[C@@H](c1nc(nn1CC(F)(F)F)C1CC1)N,N.c.cc[nH]c.cn,N,C1CC1.CC.CC(F)(F)F.n.n.n,C1CC1.CC.CC(F)(F)F,0.4928376376628876,0.4738817811012268,0.4372040629386902,0.05563357472419739,0.018955856561660767,0.38095238095238093
GradCAM,373,c1cc(sc1)C(=O)NCCC(=O)OC[C@@H]1CCC=CC1,C=C.O=CO.ccccC(N)=O,C=C.O=CO,CC.CCC(C)C.s,CC.CCC(C)C,0.49504002928733826,0.4916049838066101,0.44061192870140076,0.0544281005859375,0.0034350454807281494,0.6
